L_ORDERKEY,L_PARTKEY,L_SUPPKEY,L_LINENUMBER,L_QUANTITY,L_EXTENDEDPRICE,L_DISCOUNT,L_TAX,L_RETURNFLAG,L_LINESTATUS,L_SHIPDATE,L_COMMITDATE,L_RECEIPTDATE,L_SHIPINSTRUCT,L_SHIPMODE,L_COMMENT
2400160,132978,8005,1,45.00,90493.65,0.01,0.06,R,F,1995-02-10,1995-03-21,1995-02-12,"COLLECT COD",TRUCK,"iously. final pi"
2400160,153539,1085,2,39.00,62108.67,0.09,0.04,R,F,1995-04-08,1995-03-06,1995-04-16,NONE,SHIP,"r packages cajole furiously unusual dolp"
2400160,121693,1694,3,2.00,3429.38,0.02,0.07,R,F,1995-04-18,1995-04-05,1995-05-05,NONE,AIR,"mptotes aft"
2400161,15988,8490,1,5.00,9519.90,0.04,0.05,N,O,1997-02-03,1997-03-09,1997-02-11,"TAKE BACK RETURN","REG AIR"," accounts after t"
2400161,101403,1404,2,9.00,12639.60,0.03,0.06,N,O,1997-01-13,1997-03-13,1997-02-03,"TAKE BACK RETURN",RAIL,"areful package"
2400161,66281,1294,3,30.00,37418.40,0.00,0.04,N,O,1997-03-07,1997-02-15,1997-03-19,"DELIVER IN PERSON",TRUCK," eat final deposits. slyly even "
2400161,171776,9328,4,27.00,49889.79,0.05,0.04,N,O,1997-03-16,1997-03-16,1997-04-01,"DELIVER IN PERSON",TRUCK," ironic platelets. neve"
2400161,25346,2853,5,39.00,49582.26,0.06,0.02,N,O,1997-03-16,1997-02-21,1997-04-05,NONE,AIR,"egular packages. blithely regular pi"
2400162,192090,2091,1,29.00,34280.61,0.03,0.02,A,F,1993-04-26,1993-02-23,1993-05-14,"COLLECT COD",RAIL,"sly. slyly regular epitaphs use "
2400163,179652,9653,1,4.00,6926.60,0.00,0.04,R,F,1993-05-03,1993-04-08,1993-06-01,"TAKE BACK RETURN",RAIL,"s doze quickly instruc"
2400164,21450,8957,1,41.00,56229.45,0.04,0.02,N,O,1997-09-13,1997-09-12,1997-09-26,"DELIVER IN PERSON","REG AIR","ons. unusual, stealthy courts pri"
2400165,104816,7327,1,36.00,65549.16,0.05,0.01,N,O,1995-11-29,1996-01-09,1995-12-18,NONE,FOB,"ages. ironic, regular dependencies are "
2400165,32475,2476,2,19.00,26741.93,0.10,0.04,N,O,1995-11-29,1995-11-15,1995-12-06,NONE,AIR,"efully regular platel"
2400165,196190,3748,3,9.00,11575.71,0.04,0.01,N,O,1995-11-15,1995-12-02,1995-12-04,"TAKE BACK RETURN",RAIL,"kages nag. blithe"
2400165,154532,2078,4,3.00,4759.59,0.00,0.06,N,O,1996-01-31,1995-12-04,1996-02-04,"DELIVER IN PERSON",FOB,"y carefully final theodolites"
2400166,115116,7628,1,4.00,4524.44,0.04,0.06,R,F,1992-04-06,1992-05-28,1992-04-28,"TAKE BACK RETURN",AIR,"thely ironic "
2400166,154612,7128,2,25.00,41665.25,0.10,0.01,R,F,1992-06-08,1992-05-10,1992-07-07,"DELIVER IN PERSON",RAIL,"e fluffily about the exp"
2400166,149672,7215,3,38.00,65423.46,0.03,0.05,R,F,1992-05-25,1992-05-02,1992-05-31,"TAKE BACK RETURN","REG AIR","s. ironic "
2400166,121824,4337,4,9.00,16612.38,0.10,0.05,A,F,1992-05-07,1992-05-06,1992-05-11,"TAKE BACK RETURN",TRUCK,"pinto beans? quickl"
2400166,84770,9787,5,40.00,70190.80,0.10,0.07,R,F,1992-04-12,1992-06-06,1992-05-08,"TAKE BACK RETURN",SHIP,"uffily pending package"
2400166,128314,827,6,7.00,9396.17,0.08,0.02,R,F,1992-03-29,1992-05-21,1992-04-02,NONE,RAIL,"ly silent ti"
2400167,150021,7567,1,11.00,11781.22,0.10,0.05,N,O,1995-08-27,1995-10-08,1995-09-08,"COLLECT COD",SHIP,"sts. carefull"
2400167,198496,8497,2,43.00,68563.07,0.03,0.03,N,O,1995-07-31,1995-09-20,1995-08-26,NONE,AIR,"ress accounts. furiously special p"
2400167,110669,670,3,18.00,30233.88,0.08,0.02,N,O,1995-08-05,1995-08-25,1995-09-03,NONE,MAIL,"n deposits. carefully express"
2400167,8249,5750,4,50.00,57862.00,0.05,0.07,N,O,1995-08-06,1995-08-20,1995-08-29,"COLLECT COD","REG AIR","se ideas. car"
2400167,33602,1112,5,31.00,47603.60,0.04,0.07,N,O,1995-08-07,1995-09-06,1995-09-04,"COLLECT COD",RAIL,"beans. slyly bold foxes haggle"
2400167,146017,8532,6,30.00,31890.30,0.04,0.00,N,O,1995-10-01,1995-09-04,1995-10-28,"DELIVER IN PERSON",MAIL,"sly pending pinto beans wak"
2400192,19137,1639,1,33.00,34852.29,0.02,0.03,A,F,1995-02-06,1995-03-16,1995-02-23,"DELIVER IN PERSON",SHIP,"ove the always ironic courts serve"
2400192,25716,5717,2,17.00,27909.07,0.03,0.03,R,F,1995-02-18,1995-01-28,1995-03-17,"COLLECT COD",FOB,"ccounts around the carefully bol"
2400192,198113,633,3,39.00,47233.29,0.00,0.07,A,F,1995-04-09,1995-03-03,1995-05-01,"COLLECT COD",TRUCK,"equests. regular, regular requ"
2400193,139038,6578,1,20.00,21540.60,0.00,0.02,R,F,1993-04-13,1993-02-01,1993-05-09,"TAKE BACK RETURN",RAIL,"uriously regular packages should"
2400193,8397,8398,2,17.00,22191.63,0.00,0.01,A,F,1993-04-22,1993-03-08,1993-04-25,"COLLECT COD",FOB,". slyly even asymptotes are sly"
2400193,125604,5605,3,36.00,58665.60,0.07,0.07,R,F,1993-02-20,1993-03-10,1993-03-19,"DELIVER IN PERSON",AIR,"s sleep. blithely expre"
2400193,24677,2184,4,22.00,35236.74,0.09,0.00,A,F,1993-04-06,1993-01-22,1993-05-05,"TAKE BACK RETURN",TRUCK,"ing to the slyly regula"
2400193,137530,2557,5,7.00,10972.71,0.02,0.03,A,F,1993-03-15,1993-02-19,1993-03-16,"TAKE BACK RETURN",TRUCK,"y quick accounts nag f"
2400193,66293,1306,6,42.00,52890.18,0.03,0.06,R,F,1993-02-13,1993-02-05,1993-03-12,"DELIVER IN PERSON",TRUCK,"xcuses. furiously regular excuses are f"
2400194,11591,9095,1,25.00,37564.75,0.01,0.08,A,F,1994-08-17,1994-06-06,1994-08-23,"COLLECT COD","REG AIR","ay slyly fluffily enticing pinto beans. "
2400194,5707,708,2,27.00,43542.90,0.07,0.05,A,F,1994-07-09,1994-06-20,1994-07-12,NONE,MAIL,"yly regular ideas. slyly fi"
2400194,108095,8096,3,35.00,38608.15,0.08,0.04,R,F,1994-06-20,1994-06-11,1994-06-26,"COLLECT COD",AIR,"lly regular foxes h"
2400194,151891,1892,4,9.00,17486.01,0.03,0.00,R,F,1994-07-05,1994-07-25,1994-07-21,NONE,MAIL,"sts. ironic forges cajole by the fluffily"
2400194,15459,7961,5,42.00,57726.90,0.05,0.01,A,F,1994-05-24,1994-06-11,1994-06-09,"COLLECT COD",MAIL,"le regular, silent depend"
2400194,19034,4037,6,12.00,11436.36,0.06,0.05,R,F,1994-06-19,1994-06-12,1994-06-23,"DELIVER IN PERSON",MAIL,"lithely theodolites. "
2400194,94844,4845,7,33.00,60681.72,0.05,0.01,A,F,1994-05-24,1994-06-28,1994-06-15,"TAKE BACK RETURN",RAIL,"ly ironic Tiresias. slyly regular ideas "
2400195,32425,4929,1,25.00,33935.50,0.02,0.02,N,O,1998-01-17,1997-11-29,1998-01-31,NONE,TRUCK,"ind quickly aft"
2400196,11786,1787,1,47.00,79795.66,0.05,0.02,N,O,1998-06-13,1998-05-07,1998-06-18,NONE,MAIL,"blithely even requests sleep. furi"
2400196,78504,1012,2,37.00,54852.50,0.08,0.07,N,O,1998-06-20,1998-05-01,1998-07-17,"COLLECT COD",SHIP,"rmanently regular dugouts. slyly iron"
2400196,1575,9076,3,1.00,1476.57,0.04,0.02,N,O,1998-04-07,1998-04-01,1998-04-21,"TAKE BACK RETURN",MAIL,"idle pinto beans among the carefu"
2400196,60863,5876,4,20.00,36477.20,0.04,0.05,N,O,1998-06-13,1998-05-01,1998-07-10,"TAKE BACK RETURN",TRUCK,"ial dinos. carefully special de"
2400196,109567,7098,5,32.00,50449.92,0.03,0.04,N,O,1998-06-03,1998-05-16,1998-06-10,"COLLECT COD",SHIP,"al ideas. furiously slow theodolites"
2400196,78199,5721,6,4.00,4708.76,0.00,0.07,N,O,1998-04-11,1998-05-07,1998-04-20,"COLLECT COD",AIR,"the unusual, final "
2400197,143038,5553,1,32.00,34592.96,0.09,0.07,R,F,1993-10-17,1993-09-12,1993-10-28,"COLLECT COD",SHIP," affix carefully according to the bold, iro"
2400198,24849,9854,1,21.00,37250.64,0.04,0.05,N,O,1996-08-19,1996-09-05,1996-09-03,"COLLECT COD",MAIL,"ly ironic requests int"
2400198,29815,4820,2,43.00,75026.83,0.02,0.02,N,O,1996-08-07,1996-09-03,1996-08-14,"TAKE BACK RETURN",SHIP," ironic inst"
2400198,97743,5271,3,21.00,36555.54,0.02,0.04,N,O,1996-09-19,1996-09-26,1996-10-19,"DELIVER IN PERSON",FOB,"ons cajole fur"
2400198,157239,7240,4,5.00,6481.15,0.05,0.06,N,O,1996-10-20,1996-10-09,1996-11-12,NONE,"REG AIR","e special, final packages hang above th"
2400199,190898,8456,1,28.00,55688.92,0.09,0.00,A,F,1994-06-18,1994-07-05,1994-07-07,"TAKE BACK RETURN",FOB,"ual excuses. quickly ironic "
2400199,16312,8814,2,3.00,3684.93,0.02,0.05,A,F,1994-08-27,1994-06-27,1994-09-05,NONE,TRUCK,"usly. slyly unusual asymptotes"
2400199,153308,8339,3,25.00,34032.50,0.00,0.06,A,F,1994-08-14,1994-07-21,1994-08-25,NONE,TRUCK,"g theodolites wake fluffily above the caref"
2400199,36573,6574,4,11.00,16605.27,0.01,0.01,R,F,1994-06-22,1994-08-10,1994-06-28,NONE,RAIL,"refully bold accou"
2400199,79575,4590,5,19.00,29536.83,0.00,0.06,R,F,1994-08-26,1994-07-04,1994-09-22,"COLLECT COD",FOB," carefully regular theo"
2400199,9525,4526,6,40.00,57380.80,0.05,0.06,R,F,1994-07-08,1994-08-05,1994-08-05,NONE,TRUCK,"nts haggle furiously furiously regula"
2400224,179260,9261,1,39.00,52231.14,0.05,0.05,N,O,1996-10-29,1996-10-05,1996-11-04,NONE,TRUCK,"unts sleep furious"
2400224,10466,467,2,7.00,9635.22,0.01,0.05,N,O,1996-11-10,1996-10-07,1996-11-17,"COLLECT COD",SHIP,"slyly express requests. theodolites k"
2400224,95289,2817,3,30.00,38528.40,0.08,0.02,N,O,1996-09-04,1996-11-01,1996-09-10,"TAKE BACK RETURN","REG AIR","requests nag. final, bold"
2400224,116721,4255,4,4.00,6950.88,0.06,0.01,N,O,1996-10-08,1996-10-01,1996-10-20,"COLLECT COD",RAIL,"he ironic d"
2400224,125769,3306,5,32.00,57432.32,0.01,0.01,N,O,1996-11-18,1996-09-28,1996-11-22,"DELIVER IN PERSON",TRUCK,"fully regular foxes. slyly sile"
2400224,186100,6101,6,44.00,52188.40,0.04,0.05,N,O,1996-12-10,1996-10-08,1996-12-25,NONE,FOB,"nic theodolites are blithely carefull"
2400224,178240,758,7,8.00,10545.92,0.04,0.02,N,O,1996-09-15,1996-10-28,1996-09-21,NONE,FOB," regularly unusual "
2400225,74634,2156,1,10.00,16086.30,0.08,0.02,N,O,1998-01-09,1997-11-16,1998-01-20,"TAKE BACK RETURN",AIR," quickly unusual requests. sl"
2400225,160765,3282,2,3.00,5477.28,0.02,0.07,N,O,1997-10-31,1997-11-10,1997-11-29,"DELIVER IN PERSON",TRUCK,"nts. final waters integrate-- re"
2400225,166017,6018,3,10.00,10830.10,0.05,0.06,N,O,1998-02-03,1997-12-28,1998-02-12,"COLLECT COD","REG AIR","heodolites detect quickly a"
2400225,45382,391,4,40.00,53095.20,0.01,0.03,N,O,1997-12-15,1997-12-04,1998-01-13,"DELIVER IN PERSON",FOB,"atelets. blithely regular accounts along"
2400225,132893,433,5,47.00,90516.83,0.03,0.00,N,O,1998-01-26,1997-11-16,1998-02-07,"TAKE BACK RETURN",SHIP," slyly special instruct"
2400225,127359,7360,6,37.00,51294.95,0.07,0.08,N,O,1998-01-11,1997-11-12,1998-02-07,"DELIVER IN PERSON",MAIL,"ly regular excuses. careful"
2400225,106250,1271,7,8.00,10050.00,0.04,0.03,N,O,1997-12-26,1997-12-14,1998-01-22,"TAKE BACK RETURN",SHIP,"ly express reque"
2400226,134728,9755,1,25.00,44068.00,0.09,0.08,R,F,1993-10-28,1993-10-14,1993-11-06,"TAKE BACK RETURN",TRUCK,"s? slyly unus"
2400226,157157,7158,2,43.00,52208.45,0.09,0.01,A,F,1993-08-04,1993-10-26,1993-08-25,NONE,TRUCK,"tes affix carefully"
2400226,123597,1134,3,35.00,56720.65,0.03,0.01,R,F,1993-08-26,1993-10-05,1993-09-02,"COLLECT COD",MAIL,"terns! furiously ironic forges after"
2400226,87630,139,4,25.00,40440.75,0.02,0.08,R,F,1993-08-06,1993-09-14,1993-08-10,"DELIVER IN PERSON",SHIP,"s. carefully daring foxes among t"
2400226,188482,6037,5,7.00,10993.36,0.09,0.02,A,F,1993-08-11,1993-10-12,1993-09-08,NONE,TRUCK,"e carefully. blithely permanent accounts sn"
2400227,128611,1124,1,15.00,24594.15,0.00,0.02,R,F,1994-05-13,1994-04-21,1994-05-21,"COLLECT COD",FOB,"refully regular foxes. s"
2400227,162170,4687,2,48.00,59144.16,0.00,0.05,A,F,1994-05-09,1994-04-30,1994-05-23,"COLLECT COD",MAIL," theodolites. fin"
2400228,183166,721,1,35.00,43720.60,0.09,0.00,N,O,1997-08-26,1997-06-26,1997-09-13,"TAKE BACK RETURN","REG AIR","egular deposits. carefully "
2400228,55708,3224,2,46.00,76530.20,0.07,0.04,N,O,1997-07-24,1997-08-09,1997-08-02,NONE,SHIP,"ithely across the quickly i"
2400228,79820,7342,3,3.00,5399.46,0.01,0.02,N,O,1997-08-30,1997-06-30,1997-09-03,"DELIVER IN PERSON",RAIL,"ructions cajole car"
2400228,131060,8600,4,25.00,27276.50,0.03,0.00,N,O,1997-06-07,1997-06-25,1997-07-06,"DELIVER IN PERSON",MAIL," deposits. "
2400229,30283,284,1,35.00,42464.80,0.06,0.03,N,O,1995-07-04,1995-06-11,1995-07-12,"TAKE BACK RETURN",RAIL,"ess requests. bold accounts haggle sl"
2400229,153760,3761,2,18.00,32647.68,0.04,0.05,N,O,1995-06-21,1995-06-12,1995-07-15,NONE,TRUCK," final theodolites nag along the furiously"
2400229,36831,9335,3,18.00,31820.94,0.09,0.06,N,O,1995-06-27,1995-05-18,1995-07-24,"COLLECT COD",RAIL," accounts are furiously after the regular"
2400230,46942,1951,1,24.00,45334.56,0.00,0.01,N,O,1995-08-09,1995-08-10,1995-08-23,"COLLECT COD",AIR,"es about the express pinto beans haggl"
2400230,145497,526,2,4.00,6169.96,0.01,0.00,N,O,1995-07-18,1995-07-23,1995-07-30,NONE,MAIL," furiously against the carefully "
2400230,153055,5571,3,6.00,6648.30,0.08,0.07,N,O,1995-08-14,1995-08-08,1995-08-31,"COLLECT COD",FOB,"sits above "
2400230,179144,1662,4,12.00,14677.68,0.10,0.07,N,O,1995-07-24,1995-08-05,1995-08-08,"DELIVER IN PERSON",RAIL,"nstructions caj"
2400231,87063,4588,1,13.00,13650.78,0.09,0.00,N,O,1998-09-14,1998-10-01,1998-10-14,"DELIVER IN PERSON",TRUCK,"s haggle brave"
2400256,55591,602,1,21.00,32478.39,0.09,0.05,N,O,1997-07-30,1997-08-26,1997-08-09,NONE,MAIL,"old requests. ironic ideas are blithely. "
2400256,110767,3279,2,3.00,5333.28,0.07,0.01,N,O,1997-10-29,1997-09-14,1997-11-24,"COLLECT COD",FOB,"iments. speci"
2400256,49558,9559,3,44.00,66332.20,0.08,0.00,N,O,1997-08-26,1997-09-06,1997-09-16,NONE,MAIL,"ep quickly bold theodolites. even, reg"
2400256,107150,9661,4,48.00,55543.20,0.04,0.00,N,O,1997-08-08,1997-08-26,1997-08-19,"DELIVER IN PERSON",TRUCK,"ully unusual deposits according to the"
2400256,67282,7283,5,14.00,17489.92,0.07,0.06,N,O,1997-09-01,1997-09-23,1997-09-10,NONE,FOB,"e after the ideas. carefully pending for"
2400257,95268,5269,1,4.00,5053.04,0.09,0.03,N,O,1997-06-09,1997-08-11,1997-06-30,"DELIVER IN PERSON",TRUCK,"uickly unu"
2400258,72150,7165,1,34.00,38153.10,0.06,0.07,R,F,1994-07-10,1994-06-17,1994-07-11,NONE,RAIL,"ully even gifts ha"
2400258,22678,5181,2,44.00,70429.48,0.04,0.02,A,F,1994-05-24,1994-06-23,1994-06-01,NONE,TRUCK,"owly bold deposits. final packages alo"
2400258,142163,2164,3,28.00,33744.48,0.02,0.02,R,F,1994-07-16,1994-07-21,1994-08-14,"COLLECT COD",RAIL,"ending waters doze quickly. slyly even "
2400258,119516,9517,4,36.00,55278.36,0.00,0.06,A,F,1994-06-18,1994-08-05,1994-06-24,NONE,FOB," regular instr"
2400258,93604,6114,5,42.00,67099.20,0.05,0.04,R,F,1994-06-03,1994-06-30,1994-06-10,NONE,MAIL,"press, unusu"
2400258,1208,1209,6,14.00,15528.80,0.01,0.08,R,F,1994-05-26,1994-07-21,1994-06-23,"COLLECT COD",FOB,"ep carefully. bold requests hag"
2400259,38917,8918,1,36.00,66812.76,0.01,0.02,N,F,1995-06-07,1995-07-15,1995-06-25,"TAKE BACK RETURN",AIR,"larly express instructions"
2400259,62726,245,2,12.00,20264.64,0.10,0.08,N,O,1995-08-04,1995-07-30,1995-08-08,"DELIVER IN PERSON",MAIL,"s after the fina"
2400259,28618,3623,3,14.00,21652.54,0.08,0.01,N,O,1995-09-08,1995-08-15,1995-10-03,"COLLECT COD",RAIL,"ackages. quickly silent theodolites are "
2400259,169912,7461,4,20.00,39638.20,0.07,0.03,N,F,1995-06-09,1995-07-21,1995-06-27,NONE,AIR,"sias engage"
2400260,420,7921,1,21.00,27728.82,0.01,0.02,N,O,1996-01-04,1995-12-15,1996-01-29,NONE,RAIL,"ent asymptotes. express, expr"
2400260,56169,1180,2,10.00,11251.60,0.07,0.02,N,O,1995-12-17,1995-12-15,1996-01-04,"TAKE BACK RETURN",AIR," ideas sleep ac"
2400260,22875,382,3,48.00,86297.76,0.04,0.02,N,O,1996-01-12,1996-01-27,1996-02-06,NONE,FOB,"s packages. idly speci"
2400260,46833,6834,4,23.00,40936.09,0.00,0.00,N,O,1996-02-23,1995-12-18,1996-03-20,"COLLECT COD",TRUCK,"counts. care"
2400260,113791,6303,5,13.00,23462.27,0.05,0.02,N,O,1996-01-26,1995-12-14,1996-02-24,NONE,MAIL,"ithely ironic courts. furiously fin"
2400260,80812,813,6,50.00,89640.50,0.06,0.00,N,O,1996-02-14,1995-12-21,1996-02-25,NONE,SHIP,"s alongside of the carefully express r"
2400260,193843,8882,7,31.00,60042.04,0.10,0.07,N,O,1996-03-08,1996-01-08,1996-04-07,"DELIVER IN PERSON",AIR,"nst the packages sl"
2400261,108489,1000,1,15.00,22462.20,0.08,0.01,A,F,1994-10-18,1994-10-05,1994-10-26,NONE,SHIP,"ic packages alongside of the"
2400261,161217,1218,2,31.00,39624.51,0.10,0.06,R,F,1994-08-31,1994-10-21,1994-09-24,"TAKE BACK RETURN",AIR,"es. regular, even requests among th"
2400261,167242,4791,3,38.00,49751.12,0.00,0.04,A,F,1994-12-15,1994-10-10,1994-12-20,"TAKE BACK RETURN",FOB,"y according to the pendi"
2400262,34559,2069,1,28.00,41819.40,0.00,0.00,R,F,1993-12-01,1994-01-04,1993-12-06,"DELIVER IN PERSON",RAIL," slyly even packages haggle slyly"
2400262,22079,9586,2,11.00,11011.77,0.07,0.05,A,F,1993-10-29,1993-12-29,1993-11-09,"DELIVER IN PERSON",MAIL,"doubt blit"
2400262,67609,116,3,26.00,40991.60,0.08,0.08,A,F,1993-12-15,1993-11-18,1993-12-19,"DELIVER IN PERSON",RAIL,"sts haggle carefu"
2400263,162226,7259,1,46.00,59258.12,0.05,0.04,N,O,1997-06-11,1997-07-02,1997-07-07,"DELIVER IN PERSON",FOB,"x-ray across the furiously even deposits."
2400263,122965,502,2,44.00,87470.24,0.09,0.06,N,O,1997-09-16,1997-08-18,1997-09-20,"COLLECT COD",AIR,"ly after the multipliers. "
2400263,62457,7470,3,8.00,11355.60,0.04,0.01,N,O,1997-08-27,1997-07-05,1997-09-14,"TAKE BACK RETURN",SHIP," final foxes"
2400263,108846,3867,4,20.00,37096.80,0.07,0.02,N,O,1997-08-15,1997-06-26,1997-09-03,"COLLECT COD",FOB," the furiously expr"
2400263,160647,3164,5,44.00,75136.16,0.05,0.05,N,O,1997-08-30,1997-07-04,1997-09-29,NONE,SHIP,"sual packages sleep quickly bo"
2400288,143301,5816,1,37.00,49739.10,0.01,0.08,R,F,1995-03-05,1995-03-09,1995-03-23,NONE,TRUCK,"hely express accounts hagg"
2400288,44144,9153,2,3.00,3264.42,0.07,0.08,A,F,1995-01-03,1995-03-08,1995-01-30,"DELIVER IN PERSON",SHIP,"ronic requests. even pinto beans boost f"
2400288,126855,1880,3,37.00,69628.45,0.06,0.00,A,F,1994-12-24,1995-02-09,1995-01-16,"COLLECT COD",SHIP," special ideas haggle. furiously ironi"
2400289,130242,7782,1,18.00,22900.32,0.06,0.08,N,O,1997-05-15,1997-03-24,1997-05-21,NONE,"REG AIR","otes. regular ideas cajole carefully pac"
2400289,167703,7704,2,22.00,38955.40,0.06,0.06,N,O,1997-05-22,1997-02-24,1997-05-28,"TAKE BACK RETURN",RAIL,"ously around the carefully "
2400289,173784,8819,3,7.00,13004.46,0.06,0.08,N,O,1997-03-02,1997-04-15,1997-03-11,"DELIVER IN PERSON",RAIL,"ely final pinto beans eat q"
2400289,173619,1171,4,28.00,47393.08,0.08,0.00,N,O,1997-04-18,1997-03-29,1997-04-21,"COLLECT COD",TRUCK,"ers along the pinto beans haggle c"
2400289,5387,7888,5,6.00,7754.28,0.01,0.03,N,O,1997-02-14,1997-02-27,1997-02-16,"TAKE BACK RETURN",AIR,"ckages haggle s"
2400289,126801,6802,6,44.00,80423.20,0.03,0.00,N,O,1997-03-20,1997-04-02,1997-04-13,"TAKE BACK RETURN",TRUCK," final accounts will"
2400289,141830,9373,7,36.00,67385.88,0.10,0.04,N,O,1997-03-18,1997-03-14,1997-03-26,"COLLECT COD",SHIP,"s do cajole busily final requests: slyly "
2400290,129998,7535,1,47.00,95315.53,0.07,0.03,N,O,1996-12-16,1997-02-13,1996-12-25,"COLLECT COD",RAIL,"ular theodolites wake of the special,"
2400291,106225,3756,1,36.00,44323.92,0.07,0.03,N,O,1997-11-26,1997-09-18,1997-12-01,"TAKE BACK RETURN",FOB,"r the pending platelets promis"
2400291,122810,347,2,15.00,27492.15,0.02,0.03,N,O,1997-10-16,1997-10-07,1997-11-11,"TAKE BACK RETURN",MAIL,"furiously express pinto be"
2400291,60291,7810,3,30.00,37538.70,0.01,0.01,N,O,1997-10-15,1997-10-22,1997-11-08,"TAKE BACK RETURN",TRUCK,". even instructions haggle regularly re"
2400291,104279,9300,4,14.00,17965.78,0.00,0.00,N,O,1997-11-15,1997-10-31,1997-12-09,"DELIVER IN PERSON",SHIP," requests. sly"
2400291,13887,1391,5,14.00,25212.32,0.05,0.06,N,O,1997-09-05,1997-09-19,1997-09-10,"TAKE BACK RETURN",AIR,"ts. carefully pending pint"
2400291,183243,798,6,2.00,2652.48,0.03,0.07,N,O,1997-10-05,1997-09-05,1997-10-28,"COLLECT COD","REG AIR"," integrate slyly furiously final "
2400292,60316,2823,1,22.00,28078.82,0.01,0.04,A,F,1992-03-15,1992-04-22,1992-03-20,"DELIVER IN PERSON",AIR,"e requests. closely "
2400292,120833,8370,2,36.00,66737.88,0.04,0.07,R,F,1992-02-17,1992-03-21,1992-03-03,"DELIVER IN PERSON",RAIL,"nding platelets cajo"
2400292,33738,6242,3,48.00,80243.04,0.09,0.07,A,F,1992-04-23,1992-03-29,1992-05-22,NONE,MAIL,"pecial deposits. pen"
2400292,23153,8158,4,38.00,40893.70,0.04,0.00,R,F,1992-02-19,1992-04-06,1992-03-17,"TAKE BACK RETURN",FOB,"its cajole furiously among the pendi"
2400292,131510,4024,5,19.00,29288.69,0.08,0.00,A,F,1992-04-16,1992-04-16,1992-05-06,"COLLECT COD",TRUCK,"ial, final excuses against the "
2400293,155209,240,1,32.00,40454.40,0.09,0.00,N,O,1995-07-20,1995-06-30,1995-08-10,NONE,"REG AIR","refully unusual ideas are"
2400293,190390,2910,2,43.00,63656.77,0.04,0.04,R,F,1995-05-27,1995-05-24,1995-06-02,NONE,RAIL,"osits wake quickly. s"
2400293,75133,2655,3,36.00,39892.68,0.04,0.00,R,F,1995-05-27,1995-05-26,1995-05-30,NONE,"REG AIR","ously. ideas wake blithely above the"
2400293,145438,2981,4,25.00,37085.75,0.01,0.05,R,F,1995-06-11,1995-05-17,1995-06-12,"TAKE BACK RETURN",AIR," to the quickly ironic ideas. blithel"
2400293,160123,124,5,41.00,48507.92,0.08,0.08,N,O,1995-07-31,1995-06-24,1995-08-05,"DELIVER IN PERSON",SHIP,"s doze even instr"
2400293,179963,7515,6,12.00,24515.52,0.01,0.04,A,F,1995-04-26,1995-06-22,1995-05-04,NONE,AIR," furiously of the even, even pac"
2400293,22358,2359,7,44.00,56335.40,0.03,0.07,A,F,1995-05-18,1995-07-08,1995-06-13,"COLLECT COD",AIR,"o the fluffily pending r"
2400294,154972,3,1,3.00,6080.91,0.07,0.04,A,F,1994-02-20,1994-02-26,1994-03-11,"TAKE BACK RETURN",AIR,"al pinto beans use blithely furiously even"
2400295,175592,5593,1,22.00,36686.98,0.10,0.03,N,O,1997-06-05,1997-05-08,1997-06-06,"DELIVER IN PERSON",TRUCK,"cies. slyly regular foxes nag qui"
2400295,168792,3825,2,40.00,74431.60,0.06,0.03,N,O,1997-04-01,1997-04-08,1997-04-09,"COLLECT COD",SHIP,"posits. expre"
2400295,82130,7147,3,50.00,55606.50,0.09,0.06,N,O,1997-05-29,1997-04-08,1997-06-11,"DELIVER IN PERSON",AIR,"onic pinto bea"
2400295,147104,4647,4,28.00,32230.80,0.10,0.02,N,O,1997-06-11,1997-03-31,1997-06-20,"TAKE BACK RETURN",SHIP,"olites. accounts cajole blithely reg"
2400295,171920,9472,5,13.00,25894.96,0.10,0.03,N,O,1997-05-22,1997-04-19,1997-06-09,NONE,SHIP,"y final foxes are furiously ironic, final "
2400320,126547,1572,1,42.00,66088.68,0.00,0.03,N,F,1995-06-08,1995-07-01,1995-06-21,"DELIVER IN PERSON",RAIL,"s sleep. regular platelets sl"
2400320,63273,5780,2,45.00,55632.15,0.06,0.03,N,O,1995-09-17,1995-07-25,1995-10-15,"TAKE BACK RETURN",FOB,"y furiously even foxes. bold, busy packa"
2400320,20595,3098,3,7.00,10609.13,0.03,0.02,N,O,1995-07-25,1995-07-18,1995-07-30,NONE,FOB," final foxes. quickly ruthless deposits"
2400320,123632,8657,4,49.00,81125.87,0.02,0.00,N,O,1995-08-05,1995-07-12,1995-09-04,"TAKE BACK RETURN",FOB," regular theodolites cajole among t"
2400320,78267,5789,5,48.00,59772.48,0.04,0.04,N,O,1995-08-02,1995-08-15,1995-08-08,"TAKE BACK RETURN",TRUCK,"the evenly regular packages. final acco"
2400320,29663,2166,6,12.00,19111.92,0.09,0.08,N,F,1995-06-17,1995-08-07,1995-07-16,"DELIVER IN PERSON",TRUCK,"lithely against the regular accounts. fur"
2400320,133536,6050,7,29.00,45516.37,0.01,0.06,N,O,1995-08-15,1995-07-14,1995-09-02,NONE,RAIL," final instructions "
