O_ORDERKEY,O_CUSTKEY,O_ORDERSTATUS,O_TOTALPRICE,O_ORDERDATE,O_ORDERPRIORITY,O_CLERK,O_SHIPPRIORITY,O_COMMENT
3000902,15824,F,202790.32,1992-04-12,2-HIGH,"Clerk#000000949",0,"re finally ironic packages? regular dependencie"
3000903,148606,F,154129.73,1993-11-01,2-HIGH,"Clerk#000000863",0,"ickly ironic theodolites. carefully regular requests haggle carefully "
3000928,106522,F,55225.85,1993-03-31,5-LOW,"Clerk#000000589",0,"ress hockey players above the quickly fina"
3000929,41621,F,179821.61,1992-12-21,5-LOW,"Clerk#000000467",0,"ctions: blithely ironic theodolites haggle. ironi"
3000930,63304,F,73907.10,1994-03-13,5-LOW,"Clerk#000000810",0,"eposits. carefully regular foxes at the fin"
3000931,140158,O,44163.35,1997-10-18,3-MEDIUM,"Clerk#000000929",0,"y regular gifts solve slyly along the fluffily regular orbits. accoun"
3000932,30697,O,63235.47,1997-01-22,"4-NOT SPECIFIED","Clerk#000000495",0,"sly ironic packages. furiously ironic accounts "
3000933,69868,F,45437.16,1994-11-12,3-MEDIUM,"Clerk#000000822",0,"ely regular instructions. carefully pending instructions around the ca"
3000934,64916,O,92047.07,1996-08-31,2-HIGH,"Clerk#000000284",0,"elets. ironic courts caj"
3000935,79189,F,202920.42,1994-09-06,2-HIGH,"Clerk#000000971",0,"ar requests. special,"
3000960,127484,P,199841.70,1995-03-21,"4-NOT SPECIFIED","Clerk#000000331",0,"y. enticing pinto beans use slyly. f"
3000961,11383,F,199761.71,1992-07-28,"4-NOT SPECIFIED","Clerk#000000425",0,"ar requests. ruthless foxes according to the carefu"
3000962,53213,F,25969.69,1995-01-17,2-HIGH,"Clerk#000000394",0,"luffily ironic sheaves integrate blithely alongside of the bold foxe"
3000963,48919,F,329993.98,1992-08-26,3-MEDIUM,"Clerk#000000547",0,"yly ironic theodolites sleep. furiously enticing ideas nag always speci"
3000964,6757,O,22963.06,1995-09-10,"4-NOT SPECIFIED","Clerk#000000477",0,"ously across the thin, fina"
3000965,2765,O,123907.21,1997-03-28,3-MEDIUM,"Clerk#000000980",0,"es use regular instructions. ironic pinto beans affix slyly according to"
3000966,120941,F,74952.22,1993-11-04,"4-NOT SPECIFIED","Clerk#000000159",0,"cies can are furiously even deposits. f"
3000967,670,F,229687.14,1992-07-04,"4-NOT SPECIFIED","Clerk#000000582",0,"ounts. special, busy accounts nag slyly bey"
3000992,4667,F,273325.77,1994-05-04,"4-NOT SPECIFIED","Clerk#000000917",0," even braids believe around the pinto beans. qui"
3000993,136205,F,51852.41,1993-05-13,2-HIGH,"Clerk#000000108",0,"ngly ironic asymptotes boost notornis-- quickly regular requests i"
3000994,39974,O,81641.98,1997-03-18,1-URGENT,"Clerk#000000132",0,"osits sleep furiously. carefu"
3000995,126706,O,129642.27,1996-02-19,5-LOW,"Clerk#000000650",0,"ironic ideas are carefully. quickly ironic idea"
3000996,118903,F,43198.27,1992-06-03,3-MEDIUM,"Clerk#000000412",0," players. fluffily even deposits detect blit"
3000997,92677,O,91468.12,1998-04-30,5-LOW,"Clerk#000000818",0,"ily ironic packages nag. carefully even instructions"
3000998,149251,F,38618.95,1995-02-23,"4-NOT SPECIFIED","Clerk#000000707",0," even requests. regular packages print. dinos sleep carefully. r"
3000999,138394,O,322918.43,1998-01-03,5-LOW,"Clerk#000000035",0,"cajole carefully. slyly express p"
3001024,76319,O,191684.07,1998-03-19,3-MEDIUM,"Clerk#000000016",0,"osits. carefully even pa"
3001025,31463,O,231442.56,1995-07-21,1-URGENT,"Clerk#000000753",0,"carefully regular dependencies wake furiously. regular theodolites grow. qu"
3001026,34099,O,20167.22,1998-03-14,2-HIGH,"Clerk#000000653",0,"he slowly ironic Tiresias. slyly "
3001027,81092,O,242511.02,1995-10-23,2-HIGH,"Clerk#000000381",0,"s boost slyly among the carefully special instructions. slyl"
3001028,4120,F,188950.83,1992-12-27,3-MEDIUM,"Clerk#000000839",0,"y regular sentiments. silen"
3001029,81670,F,299431.50,1994-12-09,2-HIGH,"Clerk#000000647",0,"ously ironic packages are. special, regular dep"
3001030,107564,O,63446.06,1996-05-13,5-LOW,"Clerk#000000111",0,"ouches across the quickly special pinto be"
3001031,23191,O,254722.64,1997-09-01,1-URGENT,"Clerk#000000737",0,"quickly slyly ironic d"
3001056,46894,O,80038.01,1998-05-08,3-MEDIUM,"Clerk#000000448",0,"bove the tithes haggle according to the final, even acco"
3001057,33958,F,83083.52,1994-09-29,5-LOW,"Clerk#000000561",0,"counts nag furiously. blithely ironic asymptotes sle"
3001058,98612,F,233675.88,1993-03-09,3-MEDIUM,"Clerk#000000206",0,"ic instructions across the furiously final packages wak"
3001059,8690,F,105514.76,1994-07-24,2-HIGH,"Clerk#000000588",0," foxes breach bold, fi"
3001060,88522,O,355869.48,1996-09-11,5-LOW,"Clerk#000000477",0,"e quickly quietly final warthogs; sly packages d"
3001061,87422,O,365362.43,1996-03-06,"4-NOT SPECIFIED","Clerk#000000099",0,"yly quickly ironic theodolites. regular pinto beans haggle blithe"
3001062,42440,F,95549.53,1992-03-16,5-LOW,"Clerk#000000683",0,"egular requests. fluffily express packages wake ruthlessly."
3001063,37321,O,20059.72,1998-05-04,5-LOW,"Clerk#000000159",0,"ncies along the quickly regular packages are blithely regul"
3001088,100670,O,98773.54,1998-07-16,5-LOW,"Clerk#000000881",0,"egular dependencies affix along"
3001089,104155,O,141958.07,1998-01-01,5-LOW,"Clerk#000000261",0,"nal accounts haggle across the slyly express foxes. carefully fina"
3001090,749,F,225255.47,1994-04-10,2-HIGH,"Clerk#000000340",0,"ss the furious theodolites. bo"
3001091,134485,O,304972.69,1995-08-31,2-HIGH,"Clerk#000000968",0,"r deposits wake blithely. quickly dogged foxes wake pending, f"
3001092,66325,F,126881.27,1994-02-10,5-LOW,"Clerk#000000484",0,"t idly. blithely ironic"
3001093,42734,O,156571.02,1997-07-06,2-HIGH,"Clerk#000000208",0,"ven excuses haggle quick"
3001094,18007,F,185522.85,1994-02-24,2-HIGH,"Clerk#000000455",0,"ing dugouts promise qu"
3001095,60772,P,275310.94,1995-04-20,3-MEDIUM,"Clerk#000000904",0,"ic requests. deposits are closely. sly platelets about the f"
3001120,20926,F,4044.57,1992-07-23,1-URGENT,"Clerk#000000569",0,"ending, unusual pinto beans could have to cajole carefully expres"
3001121,80510,F,80075.27,1994-05-21,"4-NOT SPECIFIED","Clerk#000000986",0," ironic accounts sleep carefully quickly final dinos. i"
3001122,118874,O,429993.34,1995-10-21,"4-NOT SPECIFIED","Clerk#000000923",0,"sual accounts sleep quickly ev"
3001123,57187,F,163537.84,1992-06-08,1-URGENT,"Clerk#000000203",0," ironic asymptotes. furiously special deposits use slyly along the ideas. sly"
3001124,81407,F,259708.47,1992-03-28,2-HIGH,"Clerk#000000294",0,"ar deposits after the ideas detect carefully slyly "
3001125,51245,F,34667.44,1994-09-20,3-MEDIUM,"Clerk#000000526",0,"es wake fluffily final, pending requests. ironic asympt"
3001126,112010,F,283891.64,1993-11-24,2-HIGH,"Clerk#000000569",0,"mise carefully across the daring, bold deposit"
3001127,47809,F,123666.94,1992-01-29,5-LOW,"Clerk#000000632",0,"leep alongside of the furiously ironic"
3001152,98372,O,250757.21,1998-07-28,"4-NOT SPECIFIED","Clerk#000000927",0,"uests. furiously pendi"
3001153,35938,F,150170.20,1992-12-27,"4-NOT SPECIFIED","Clerk#000000991",0,"ts haggle quickly deposits. regular requests haggle ca"
3001154,78571,O,38432.38,1997-07-20,"4-NOT SPECIFIED","Clerk#000000471",0,"ly even accounts against the carefully expres"
3001155,77374,F,114684.25,1993-01-29,3-MEDIUM,"Clerk#000000748",0,"bold packages cajole furio"
3001156,70498,F,18914.85,1994-02-14,"4-NOT SPECIFIED","Clerk#000000126",0,"e slyly after the carefully silent packages. carefully "
3001157,130568,O,202728.73,1997-04-26,3-MEDIUM,"Clerk#000000426",0,"y against the express deposits. enticingly quic"
3001158,100793,F,281898.28,1994-08-20,2-HIGH,"Clerk#000000762",0,"t the furiously unusual deposits sleep alongside of the bold "
3001159,76124,O,118959.43,1997-09-05,1-URGENT,"Clerk#000000860",0,"ular, enticing packages. regular excuse"
3001184,54166,F,101031.17,1994-07-30,3-MEDIUM,"Clerk#000000606",0,"old requests. carefully pending forges haggle blithely slyly pending deposits"
3001185,149815,O,40786.37,1996-05-22,3-MEDIUM,"Clerk#000000613",0,"totes thrash. tithes cajole. doggedly spec"
3001186,11279,O,138838.39,1997-02-19,5-LOW,"Clerk#000000794",0," carefully regular requests nag "
3001187,113254,O,142427.62,1996-07-17,1-URGENT,"Clerk#000000704",0,"lar theodolites? blithely pending ideas in"
3001188,104704,O,223126.52,1998-05-19,3-MEDIUM,"Clerk#000000650",0,"tes haggle furiously quickly even pinto beans. e"
3001189,105967,O,102417.49,1996-06-10,3-MEDIUM,"Clerk#000000153",0,"cial requests sleep about the blithely regular foxe"
3001190,9571,F,84185.51,1992-10-14,5-LOW,"Clerk#000000965",0," nag furiously. carefully express ideas cajole slyly express, even the"
3001191,55444,F,196460.28,1992-02-10,"4-NOT SPECIFIED","Clerk#000000236",0,"y. unusual, ironic ac"
3001216,22471,O,77227.73,1995-10-23,2-HIGH,"Clerk#000000352",0,"unusual pinto beans nod along the slyly even deposits-- f"
3001217,90886,F,237434.77,1992-10-01,2-HIGH,"Clerk#000000600",0,"e regular platelets. bold pains do cajole about"
3001218,64465,F,187735.65,1993-04-29,2-HIGH,"Clerk#000000756",0,"ing theodolites are carefully about the regular pinto"
3001219,145099,O,192431.68,1996-05-18,2-HIGH,"Clerk#000000938",0," are furiously express deposits? final packages should have to s"
3001220,108610,F,92154.23,1992-04-09,5-LOW,"Clerk#000000460",0,"ch. theodolites haggle"
3001221,48685,P,257998.41,1995-05-24,1-URGENT,"Clerk#000000414",0,"ully silent pinto b"
3001222,142897,O,183148.22,1998-01-16,5-LOW,"Clerk#000000227",0,"x-ray carefully according to the specia"
3001223,406,F,165135.00,1992-10-09,2-HIGH,"Clerk#000000472",0,"blithely express foxes sleep quickly. regular accoun"
3001248,63325,P,100245.49,1995-04-03,3-MEDIUM,"Clerk#000000583",0,"ronic foxes eat blithely regu"
3001249,30271,F,144688.86,1993-12-22,1-URGENT,"Clerk#000000741",0,"c packages! regular, permanent "
3001250,81511,O,17517.61,1996-03-15,3-MEDIUM,"Clerk#000000803",0,"y regular instructions nag furiously fluffily ironic requests"
3001251,135916,F,67165.59,1994-10-04,1-URGENT,"Clerk#000000170",0,"pinto beans before the pending deposits maintain slyly pending accounts. car"
3001252,119564,P,91797.34,1995-04-19,3-MEDIUM,"Clerk#000000093",0,"l instructions are slyly ab"
3001253,98302,F,244177.42,1992-05-30,1-URGENT,"Clerk#000000306",0,"pains. sly deposits engage. regular platelets according to the slyly"
3001254,58741,F,45063.32,1995-02-12,2-HIGH,"Clerk#000000589",0,"ly final accounts engage furiously fi"
3001255,83974,F,241670.20,1994-10-23,2-HIGH,"Clerk#000000507",0,"ely ironic theodolites haggle slyly about the regular theodolites. carefully i"
3001280,145102,O,235946.58,1996-01-04,1-URGENT,"Clerk#000000682",0,"packages haggle furiously"
3001281,757,O,248714.55,1995-12-29,5-LOW,"Clerk#000000164",0,"s unwind. regular, express packages alongside of the special deposits affi"
3001282,99406,F,127992.86,1993-01-27,5-LOW,"Clerk#000000574",0,"sits detect boldly after the quickly fluffy dolphins? regular "
3001283,140897,O,205099.87,1998-06-24,2-HIGH,"Clerk#000000659",0,"ely across the silently "
3001284,164,O,84455.53,1997-08-23,1-URGENT,"Clerk#000000388",0,"nal pinto beans. express accounts wak"
3001285,44813,F,58080.37,1993-10-26,1-URGENT,"Clerk#000000718",0,"lyly along the final, ironic sau"
3001286,8332,F,294793.07,1993-08-21,3-MEDIUM,"Clerk#000000022",0,"thinly. final pinto beans thrash after the carefully ironic pinto be"
3001287,73825,O,8879.21,1997-04-06,5-LOW,"Clerk#000000413",0,"es haggle carefully across the pending, final warhorses. ex"
3001312,124246,F,111429.13,1993-01-15,2-HIGH,"Clerk#000000253",0,"into beans. carefully pending exc"
3001313,32605,O,210723.69,1998-06-07,3-MEDIUM,"Clerk#000000357",0,"inal packages hinder st"
3001314,9751,O,203220.80,1998-01-27,"4-NOT SPECIFIED","Clerk#000000013",0,"r requests integrate"
3001315,74953,O,240142.98,1996-05-26,5-LOW,"Clerk#000000554",0,"ns: quick, silent p"
3001316,19051,F,110609.36,1992-07-22,2-HIGH,"Clerk#000000302",0,"the final instructions? furiously regular pinto beans u"
3001317,68134,F,124778.72,1993-05-01,2-HIGH,"Clerk#000000885",0,"sly instructions haggle. i"
3001318,26758,F,322274.91,1992-11-13,"4-NOT SPECIFIED","Clerk#000000789",0,"he blithely final braids. carefully final requests abou"
3001319,148330,F,76020.02,1992-06-22,1-URGENT,"Clerk#000000318",0,"tead of the quickly iron"
3001344,105893,O,182994.93,1997-08-03,"4-NOT SPECIFIED","Clerk#000000818",0,"final requests impress furiously about the carefully express a"
3001345,140269,F,154914.08,1992-05-20,2-HIGH,"Clerk#000000537",0," quickly even theodolites again"
3001346,100700,O,102049.68,1997-01-05,2-HIGH,"Clerk#000000573",0,"ackages behind the slyly ironic theodolites cajole boldly along the dependenci"
3001347,9124,O,170490.07,1997-05-22,5-LOW,"Clerk#000000674",0,"riously. fluffily ironic requests alongsi"
3001348,29302,F,288828.29,1992-12-22,"4-NOT SPECIFIED","Clerk#000000456",0,"s was fluffily special, final theodolites. blithe"
3001349,148841,O,210886.57,1995-05-23,2-HIGH,"Clerk#000000052",0,"e slyly pending deposits. slyly express courts nag slyly "
3001350,6676,O,120171.01,1995-11-13,1-URGENT,"Clerk#000000478",0,"s sleep furiously. blithely pending dolphins kindle abou"
3001351,137320,O,190274.56,1996-01-09,2-HIGH,"Clerk#000000434",0,"efully silent instructions. specia"
3001376,15043,O,94859.05,1995-07-24,5-LOW,"Clerk#000000784",0,"etect special theodolites. ironic pinto"
3001377,54682,F,98557.31,1994-03-18,3-MEDIUM,"Clerk#000000279",0,"oxes. slow, express reques"
3001378,108641,F,327184.55,1994-09-26,3-MEDIUM,"Clerk#000000458",0,"onic excuses. furiously bold accounts according to the ideas sleep"
3001379,121489,O,158740.13,1997-02-23,5-LOW,"Clerk#000000341",0,"es after the pending excuses sleep fluffily"
3001380,50029,F,169595.56,1992-11-12,1-URGENT,"Clerk#000000553",0,"into beans wake. quickly ironic sauternes boost among the furiously expr"
3001381,74830,O,320840.18,1996-01-25,"4-NOT SPECIFIED","Clerk#000000816",0,"o beans. sly requests for the regular, thin requests eat fluffily furiousl"
3001382,56800,F,97857.45,1995-02-19,"4-NOT SPECIFIED","Clerk#000000739",0,"es. slyly even packag"
3001383,14920,F,71100.49,1993-01-29,"4-NOT SPECIFIED","Clerk#000000733",0,"es after the carefully regu"
3001408,109897,O,86677.96,1997-12-26,2-HIGH,"Clerk#000000268",0,"ly ironic theodolites use blithely slyly "
3001409,78040,F,8245.20,1992-10-25,1-URGENT,"Clerk#000000404",0,"accounts are. regularly unusual pinto beans boost. blithely even "
3001410,2368,O,58722.12,1997-06-04,"4-NOT SPECIFIED","Clerk#000000230",0,"y silent theodolites cajole slyly along the bold theodolites."
3001411,18037,O,217498.49,1997-03-14,"4-NOT SPECIFIED","Clerk#000000268",0,"gle along the fluffily regular realms. slyly ironic dolphins after the q"
3001412,127862,O,256109.14,1995-10-03,2-HIGH,"Clerk#000000473",0," requests. carefully ironic sheave"
3001413,68626,F,321023.25,1994-07-15,1-URGENT,"Clerk#000000764",0,"st the carefully regular deposits! blithel"
3001414,38609,F,54352.82,1994-04-09,"4-NOT SPECIFIED","Clerk#000000882",0,"deposits are furiously blithely ironic theodolite"
3001415,143618,F,220539.19,1994-05-25,5-LOW,"Clerk#000000165",0,"bove the pending deposits. carefully final theodolites against the "
3001440,125032,F,141520.24,1993-04-13,3-MEDIUM,"Clerk#000000870",0," unusual, even dependencies. blithely silent accounts nag carefully pac"
3001441,41485,F,34679.65,1992-08-12,"4-NOT SPECIFIED","Clerk#000000402",0," beans. carefully pending requests could detect bravely blithely fi"
3001442,5504,F,200510.68,1993-04-04,2-HIGH,"Clerk#000000370",0,"ent requests cajole blithely. t"
3001443,91456,F,59721.56,1994-01-13,"4-NOT SPECIFIED","Clerk#000000083",0,"lithely express instructio"
3001444,49096,F,99894.94,1994-02-06,5-LOW,"Clerk#000000397",0,"c requests cajole blithely. slyly even instructions use between the dependenci"
3001445,135151,F,268551.02,1994-12-15,1-URGENT,"Clerk#000000150",0,"ntegrate fluffily regular"
3001446,2422,O,228125.80,1998-03-11,1-URGENT,"Clerk#000000328",0,"g the regular gifts. furiously regular theodolites cajole"
3001447,50069,F,287189.02,1995-02-25,"4-NOT SPECIFIED","Clerk#000000524",0,"lites hang against the slyly regular courts. carefully express "
3001472,148630,O,26645.28,1996-09-17,2-HIGH,"Clerk#000000068",0," beans are about the "
3001473,61940,F,128498.06,1993-03-19,"4-NOT SPECIFIED","Clerk#000000249",0,"oost carefully. quickly even requests across"
3001474,9508,O,79582.84,1996-10-18,3-MEDIUM,"Clerk#000000954",0,"foxes use pending, special patterns. furiousl"
3001475,27962,O,5971.88,1998-05-28,1-URGENT,"Clerk#000000301",0,"! carefully regular dependencies boost. regular a"
3001476,832,O,64873.08,1996-01-27,5-LOW,"Clerk#000000860",0,"oss the blithely ironic requests slee"
3001477,26023,F,274034.67,1994-02-15,2-HIGH,"Clerk#000000406",0,"sly alongside of the slyly final requests. carefully idle deposits "
3001478,106055,O,115422.00,1998-05-28,"4-NOT SPECIFIED","Clerk#000000789",0,"he carefully final requests. regular accounts sleep slyly behind the pendin"
3001479,1307,F,151164.97,1993-04-28,5-LOW,"Clerk#000000532",0,"furiously silent requests. slyly regular"
3001504,57707,F,162442.89,1994-12-23,5-LOW,"Clerk#000000418",0,"egular accounts hinder furiously. care"
3001505,118180,O,28993.04,1997-03-24,1-URGENT,"Clerk#000000291",0,"ments. carefully ru"
3001506,98902,O,237228.19,1996-01-05,1-URGENT,"Clerk#000000145",0,"ully blithely special packages. bold, special depende"
3001507,74431,F,228831.60,1992-05-22,"4-NOT SPECIFIED","Clerk#000000903",0,"quests. asymptotes cajole blithely carefully even accounts."
3001508,98057,F,195178.37,1992-08-27,5-LOW,"Clerk#000000406",0,"lly; final escapades ar"
3001509,141230,O,20149.69,1997-02-19,"4-NOT SPECIFIED","Clerk#000000095",0,"s above the quick deposits haggle quickly speci"
3001510,43406,F,150377.97,1992-02-01,5-LOW,"Clerk#000000699",0,"ages x-ray blithely carefully bold theodolites. pending pi"
3001511,69175,P,288051.28,1995-04-09,2-HIGH,"Clerk#000000044",0,"silent theodolites use along the express deposits. sometim"
3001536,118205,O,270460.72,1995-11-21,2-HIGH,"Clerk#000000081",0,"s run along the blithely special accounts. furiously bold idea"
3001537,66602,F,54184.93,1992-04-14,3-MEDIUM,"Clerk#000000531",0,"elets. regularly regular accounts sleep"
3001538,64568,O,170412.15,1996-12-30,5-LOW,"Clerk#000000275",0,"ully regular deposits nod blithely unusual accounts. ironic packages "
3001539,84148,O,136639.40,1996-10-29,1-URGENT,"Clerk#000000461",0," slyly quick deposits haggle permanently. iron"
